;codigo_fundo;setor;preco_atual;liquidez_diaria;dividendo;dy;dy_3_acumulado;dy_6_acumulado;dy_12_acumulado;dy_3_media;dy_6_media;dy_12_media;dy_ano;variacao_preco;rentabilidade_periodo;rentabilidade_acumulada;patrimonio_liquido;vpa;p_vpa;dy_patrimonial;variacao_patrimonial;rentabilidade_patrimonial_periodo;rentabilidade_patrimonial_acumulada;vacancia_fisica;vacancia_financeira;quantidade_ativos
345;FEXC11;Títulos e Val. Mob.;R$ 87,23;5796.0;R$ 0,90;1,02%;3,06%;6,90%;13,62%;1,02%;1,15%;1,13%;11,47%;1,73%;2,76%;11,50%;R$ 560.710.751,65;R$ 91,87;95.0;0,98%;0,69%;1,68%;6,33%;;;0
346;IRDM11;Títulos e Val. Mob.;R$ 95,79;87407.0;R$ 0,79;0,80%;2,85%;6,66%;13,43%;0,95%;1,11%;1,12%;11,03%;-4,30%;-3,54%;0,15%;R$ 3.445.056.065,04;R$ 94,56;101.0;0,90%;-0,47%;0,43%;3,32%;;;0
347;RBRR11;Títulos e Val. Mob.;R$ 87,15;62493.0;R$ 0,70;0,78%;2,56%;6,14%;12,61%;0,85%;1,02%;1,05%;10,61%;-3,33%;-2,58%;-2,45%;R$ 1.303.094.693,01;R$ 96,96;90.0;0,72%;1,31%;2,04%;4,32%;;;0
348;CPTR11;;R$ 97,52;17277.0;R$ 1,40;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;R$ 408.344.526,08;R$ 98,68;99.0;1,42%;0,00%;1,42%;1,42%;;;0
349;CPTS11;Títulos e Val. Mob.;R$ 85,99;65096.0;R$ 0,85;0,95%;3,29%;6,91%;13,63%;1,10%;1,15%;1,14%;11,49%;-4,38%;-3,47%;2,60%;R$ 2.911.469.296,79;R$ 91,61;94.0;0,93%;-0,24%;0,68%;3,13%;;;0
350;RBRF11;Títulos e Val. Mob.;R$ 70,02;32076.0;R$ 0,63;0,88%;2,46%;5,16%;10,12%;0,82%;0,86%;0,84%;8,47%;-10,12%;-9,33%;7,46%;R$ 1.179.664.989,90;R$ 86,23;81.0;0,73%;-0,62%;0,10%;4,39%;;;0
351;RBRY11;Títulos e Val. Mob.;R$ 95,60;14376.0;R$ 1,00;1,04%;3,18%;7,12%;14,08%;1,06%;1,19%;1,17%;11,72%;-4,86%;-3,87%;0,99%;R$ 553.997.377,46;R$ 99,88;96.0;1,00%;0,37%;1,37%;2,97%;;;0
352;VGIR11;Títulos e Val. Mob.;R$ 9,90;278194.0;R$ 0,13;1,30%;3,92%;7,71%;14,10%;1,31%;1,28%;1,17%;12,36%;1,32%;2,64%;-88,93%;R$ 729.737.220,52;R$ 9,64;103.0;1,35%;-0,06%;1,29%;-89,26%;;;0
353;TRNT11;Lajes Corporativas;R$ 125,00;1.0;R$ 0,32;0,26%;0,75%;1,82%;4,18%;0,25%;0,30%;0,35%;3,28%;8,70%;8,97%;19,79%;R$ 797.165.641,11;R$ 202,55;62.0;0,16%;0,00%;0,16%;1,13%;49,90%;;1
354;GAME11;Híbrido;R$ 9,25;22868.0;R$ 0,10;1,08%;3,18%;7,49%;13,33%;1,06%;1,25%;1,11%;12,29%;-1,91%;-0,85%;-4,52%;R$ 202.298.429,93;R$ 9,82;94.0;1,02%;0,44%;1,47%;-98,86%;;;0
355;MCCI11;Títulos e Val. Mob.;R$ 96,00;28521.0;R$ 1,10;1,14%;3,40%;6,77%;12,70%;1,13%;1,13%;1,06%;10,75%;0,20%;1,34%;5,81%;R$ 1.376.228.495,40;R$ 94,30;102.0;1,17%;1,51%;2,69%;4,13%;;;0
356;VGIA11;Títulos e Val. Mob.;R$ 10,00;485115.0;R$ 0,14;1,34%;4,55%;9,13%;0,00%;1,52%;1,52%;0,00%;14,48%;-0,19%;1,15%;13,50%;R$ 695.468.145,75;R$ 9,52;105.0;1,47%;-0,49%;0,97%;6,44%;;;0
357;IBCR11;Títulos e Val. Mob.;R$ 85,30;1749.0;R$ 0,90;1,05%;3,65%;7,77%;16,73%;1,22%;1,29%;1,39%;13,61%;-3,19%;-2,17%;1,55%;R$ 92.382.161,72;R$ 96,39;88.0;0,93%;0,63%;1,57%;9,58%;;;0
358;HCRI11;Hospital;R$ 217,52;305.0;R$ 2,49;1,09%;2,71%;5,06%;9,62%;0,90%;0,84%;0,80%;2,71%;0,00%;1,09%;-15,83%;R$ 59.990.809,18;R$ 299,95;73.0;0,83%;-0,01%;0,82%;2,24%;0,00%;;1
359;BRLA11;Híbrido;R$ 144,00;2.0;R$ 1,09;11,91%;12,63%;14,13%;18,29%;4,21%;2,36%;1,52%;16,91%;0,00%;11,91%;27,86%;R$ 417.009.171,07;R$ 157,70;91.0;0,69%;-0,09%;0,61%;-9,29%;;;0
360;IRIM11;Híbrido;R$ 96,50;1542.0;R$ 0,70;0,70%;2,89%;7,44%;15,31%;0,96%;1,24%;1,28%;12,75%;-2,49%;-1,80%;2,21%;R$ 188.078.142,11;R$ 97,96;99.0;1,17%;-0,51%;0,66%;2,01%;;;0
361;SNCI11;Títulos e Val. Mob.;R$ 97,65;7438.0;R$ 1,00;0,99%;3,13%;6,95%;14,60%;1,04%;1,16%;1,22%;12,25%;-0,40%;0,59%;8,89%;R$ 412.571.771,37;R$ 98,23;99.0;1,02%;0,67%;1,69%;8,59%;;;0
362;MCHF11;Títulos e Val. Mob.;R$ 8,94;79970.0;R$ 0,11;1,22%;3,55%;7,23%;13,97%;1,18%;1,21%;1,16%;11,59%;-1,10%;0,11%;-0,07%;R$ 307.296.102,43;R$ 9,51;94.0;1,16%;0,97%;2,14%;0,54%;;;0
363;GCFF11;Títulos e Val. Mob.;R$ 71,23;355.0;R$ 0,74;1,02%;3,10%;6,33%;12,31%;1,03%;1,05%;1,03%;10,32%;-0,11%;0,90%;0,35%;R$ 29.349.861,75;R$ 86,68;82.0;0,85%;-0,51%;0,34%;-0,43%;;;0
364;MORE11;Títulos e Val. Mob.;R$ 67,39;7117.0;R$ 0,60;0,85%;2,52%;5,82%;11,51%;0,84%;0,97%;0,96%;9,69%;-5,40%;-4,60%;2,40%;R$ 203.436.998,05;R$ 87,72;77.0;0,68%;-0,42%;0,27%;1,69%;;;0
365;MGHT11;Hotel;R$ 54,00;2247.0;R$ 0,65;1,09%;3,22%;6,91%;12,57%;1,07%;1,15%;1,05%;10,73%;-11,06%;-10,09%;-24,72%;R$ 112.827.000,75;R$ 85,88;63.0;0,76%;-0,05%;0,71%;-7,20%;;;0
366;SNFF11;Títulos e Val. Mob.;R$ 84,97;4597.0;R$ 0,65;0,73%;2,20%;5,15%;9,68%;0,73%;0,86%;0,81%;8,19%;-0,45%;0,28%;9,35%;R$ 264.131.204,45;R$ 93,33;91.0;0,70%;-0,95%;-0,26%;4,72%;;;0
367;VGIP11;Outros;R$ 86,79;24597.0;R$ 0,45;0,51%;2,11%;6,37%;14,91%;0,70%;1,06%;1,24%;11,73%;-0,55%;-0,05%;-1,69%;R$ 1.081.607.078,78;R$ 91,76;95.0;0,49%;0,25%;0,74%;8,23%;;;0
368;GCRI11;Títulos e Val. Mob.;R$ 92,75;1091.0;R$ 1,10;1,16%;3,58%;7,83%;15,99%;1,19%;1,30%;1,33%;13,46%;0,14%;1,30%;9,58%;R$ 114.819.058,74;R$ 96,42;96.0;1,14%;-1,96%;-0,84%;0,82%;;;0
369;NAVT11;Títulos e Val. Mob.;R$ 76,30;4544.0;R$ 0,85;1,07%;3,20%;6,71%;12,71%;1,07%;1,12%;1,06%;11,08%;-0,06%;1,00%;22,10%;R$ 97.722.397,41;R$ 92,67;82.0;0,92%;0,00%;0,92%;1,75%;;;0
370;MGCR11;Títulos e Val. Mob.;R$ 82,68;4778.0;R$ 1,00;1,14%;3,99%;8,34%;15,36%;1,33%;1,39%;1,28%;13,11%;-0,55%;0,59%;12,97%;R$ 130.596.784,55;R$ 91,82;90.0;1,25%;0,75%;2,01%;4,16%;;;0
371;BTLG11;Logística;R$ 99,56;33950.0;R$ 0,74;0,73%;2,19%;4,46%;8,64%;0,73%;0,74%;0,72%;7,26%;-0,72%;0,01%;6,04%;R$ 1.860.854.582,40;R$ 97,82;102.0;0,76%;-0,15%;0,60%;1,85%;;2,00%;16
372;OURE11;Títulos e Val. Mob.;R$ 80,79;1002.0;R$ 1,05;1,29%;3,86%;8,08%;14,81%;1,29%;1,35%;1,23%;12,21%;-4,49%;-3,26%;6,90%;R$ 101.291.747,02;R$ 94,04;86.0;1,12%;-0,29%;0,82%;12,28%;;;0
373;RECX11;Outros;R$ 70,00;261.0;R$ 0,80;1,10%;3,22%;6,14%;12,34%;1,07%;1,02%;1,03%;10,08%;-2,34%;-1,27%;-15,51%;R$ 17.782.714,28;R$ 81,46;86.0;0,98%;-0,03%;0,96%;-2,70%;;;0
374;OUFF11;Títulos e Val. Mob.;R$ 65,30;3741.0;R$ 0,70;1,04%;3,21%;6,68%;12,73%;1,07%;1,11%;1,06%;10,90%;-5,58%;-4,60%;14,65%;R$ 145.731.104,29;R$ 80,32;81.0;0,87%;-0,99%;-0,13%;10,38%;;;0
375;AFHI11;Títulos e Val. Mob.;R$ 93,10;15262.0;R$ 0,95;0,99%;3,21%;7,29%;15,06%;1,07%;1,21%;1,25%;12,50%;-1,66%;-0,69%;6,06%;R$ 289.029.478,44;R$ 95,72;97.0;0,99%;0,46%;1,46%;4,93%;;;0
376;ARCT11;Híbrido;R$ 91,07;16361.0;R$ 0,77;0,83%;2,52%;6,31%;15,90%;0,84%;1,05%;1,33%;12,63%;-6,90%;-6,13%;-4,64%;R$ 370.290.091,16;R$ 99,86;91.0;0,78%;-0,16%;0,62%;4,79%;;;4
377;BLMC11;Outros;R$ 82,10;6.0;R$ 0,70;0,85%;3,05%;7,03%;14,03%;1,02%;1,17%;1,17%;11,69%;-4,40%;-3,59%;-6,11%;R$ 39.222.335,81;R$ 98,18;84.0;0,71%;-0,03%;0,68%;3,86%;;;0
378;RZAK11;Títulos e Val. Mob.;R$ 96,40;26170.0;R$ 1,40;1,46%;4,57%;9,60%;18,11%;1,52%;1,60%;1,51%;15,40%;-4,39%;-2,99%;17,07%;R$ 318.162.461,02;R$ 93,49;103.0;1,55%;0,89%;2,45%;5,56%;;;0
379;MCHY11;Títulos e Val. Mob.;R$ 104,50;142.0;R$ 1,40;1,34%;3,95%;7,77%;14,80%;1,32%;1,29%;1,23%;12,62%;-3,93%;-2,64%;6,73%;R$ 371.685.434,52;R$ 103,54;101.0;1,35%;0,36%;1,72%;9,51%;;;0
380;NCRA11;;R$ 89,98;4864.0;R$ 1,00;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;;0,00%;0,00%;0,00%;;;;;;;;;;0
381;XPIN11;Outros;R$ 76,75;5245.0;R$ 0,64;0,83%;2,35%;4,85%;9,19%;0,78%;0,81%;0,77%;7,82%;-9,16%;-8,40%;-3,19%;R$ 752.613.733,16;R$ 105,25;73.0;0,61%;0,52%;1,13%;1,52%;17,30%;12,00%;5
382;MATV11;Títulos e Val. Mob.;R$ 86,50;15.0;R$ 0,60;0,69%;2,94%;6,74%;12,86%;0,98%;1,12%;1,07%;11,65%;-7,48%;-6,83%;-0,89%;R$ 39.761.417,10;R$ 93,34;93.0;0,64%;-0,09%;0,55%;-0,33%;;;0
